,station_train_code,train_no,class,on,off
451,C3635(上海南-金山卫),55000C363502,C,上海南,金山卫
452,C3636(金山卫-上海南),55000C363602,C,金山卫,上海南
453,C3637(上海南-金山卫),55000C363702,C,上海南,金山卫
454,C3638(金山卫-上海南),55000C363801,C,金山卫,上海南
455,C3640(金山卫-上海南),55000C364031,C,金山卫,上海南
456,C3642(车墩-上海南),55000C364240,C,车墩,上海南
457,C3644(金山卫-上海南),55000C364400,C,金山卫,上海南
458,C5001(汉口-咸宁南),39000C500107,C,汉口,咸宁南
459,C5002(咸宁南-武昌),39000C500208,C,咸宁南,武昌
460,C5003(武昌-纸坊东),39000C500330,C,武昌,纸坊东
461,C5004(纸坊东-武昌),39000C500407,C,纸坊东,武昌
462,C5005(武昌-纸坊东),39000C500509,C,武昌,纸坊东
463,C5006(纸坊东-武昌),39000C500608,C,纸坊东,武昌
464,C5007(武昌-咸宁南),39000C500708,C,武昌,咸宁南
465,C5008(咸宁南-武昌),39000C500807,C,咸宁南,武昌
466,C5009(武昌-纸坊东),39000C500920,C,武昌,纸坊东
467,C5010(纸坊东-武昌),39000C501010,C,纸坊东,武昌
468,C5011(武昌-纸坊东),39000C501110,C,武昌,纸坊东
469,C5012(纸坊东-汉口),39000C501210,C,纸坊东,汉口
470,C5021(武昌-咸宁南),39000C502101,C,武昌,咸宁南
471,C5022(咸宁南-武昌),39000C502202,C,咸宁南,武昌
472,C5023(武昌-咸宁南),39000C502302,C,武昌,咸宁南
473,C5024(咸宁南-武昌),39000C502402,C,咸宁南,武昌
474,C5025(武昌-咸宁南),39000C502502,C,武昌,咸宁南
475,C5026(咸宁南-武昌),39000C502602,C,咸宁南,武昌
476,C5027(武昌-咸宁南),39000C502702,C,武昌,咸宁南
477,C5028(咸宁南-汉口),39000C502802,C,咸宁南,汉口
478,C5301(汉口-孝感东),39000C530105,C,汉口,孝感东
479,C5302(孝感东-汉口),39000C530202,C,孝感东,汉口
480,C5303(汉口-孝感东),39000C530300,C,汉口,孝感东
481,C5304(孝感东-汉口),39000C530404,C,孝感东,汉口
482,C5305(汉口-孝感东),39000C530504,C,汉口,孝感东
483,C5306(孝感东-汉口),39000C530602,C,孝感东,汉口
484,C5307(汉口-孝感东),39000C530703,C,汉口,孝感东
485,C5308(孝感东-汉口),39000C530804,C,孝感东,汉口
486,C5309(汉口-孝感东),39000C530904,C,汉口,孝感东
487,C5310(孝感东-汉口),39000C531005,C,孝感东,汉口
488,C5311(汉口-孝感东),39000C531104,C,汉口,孝感东
489,C5312(孝感东-汉口),39000C531204,C,孝感东,汉口
490,C5313(汉口-孝感东),39000C531301,C,汉口,孝感东
491,C5314(孝感东-汉口),39000C531401,C,孝感东,汉口
492,C5321(汉口-孝感东),39000C532102,C,汉口,孝感东
493,C5341(孝感东-黄冈东),39000C534404,C,孝感东,黄冈东
494,C5342(黄冈东-孝感东),39000C534204,C,黄冈东,孝感东
495,C5343(黄冈东-孝感东),39000C534204,C,黄冈东,孝感东
496,C5344(孝感东-黄冈东),39000C534404,C,孝感东,黄冈东
497,C5351(孝感东-大冶北),39000C535405,C,孝感东,大冶北
498,C5352(大冶北-孝感东),39000C535205,C,大冶北,孝感东
499,C5353(大冶北-孝感东),39000C535205,C,大冶北,孝感东
500,C5354(孝感东-大冶北),39000C535405,C,孝感东,大冶北
501,C5501(武汉-阳新),4e000C550107,C,武汉,阳新
502,C5502(阳新-武汉),39000C550208,C,阳新,武汉
503,C5521(武汉-大冶北),4e000C552107,C,武汉,大冶北
504,C5524(大冶北-武汉),39000C55240B,C,大冶北,武汉
505,C5531(武汉-阳新),4e000C553103,C,武汉,阳新
506,C5533(武汉-阳新),4e000C553301,C,武汉,阳新
507,C5601(武汉-黄冈东),4e000C560107,C,武汉,黄冈东
508,C5603(武汉-黄冈东),4e000C560307,C,武汉,黄冈东
509,C5604(黄冈东-武汉),39000C560408,C,黄冈东,武汉
510,C5605(武汉-黄冈东),4e000C560509,C,武汉,黄冈东
511,C5606(黄冈东-武汉),39000C560609,C,黄冈东,武汉
512,C5612(黄冈东-武汉),39000C56120C,C,黄冈东,武汉
513,C5613(武汉-黄冈东),4e000C561308,C,武汉,黄冈东
514,C5614(黄冈东-武汉),39000C561408,C,黄冈东,武汉
515,C5617(武汉-黄冈东),4e000C561708,C,武汉,黄冈东
516,C5618(黄冈东-武汉),39000C561807,C,黄冈东,武汉
517,C5619(武汉-黄冈东),4e000C561907,C,武汉,黄冈东
518,C5620(黄冈东-武汉),39000C562008,C,黄冈东,武汉
519,C5623(武汉-黄冈东),4e000C562309,C,武汉,黄冈东
520,C5624(黄冈东-武汉),39000C562401,C,黄冈东,武汉
521,C5625(武汉-黄冈东),4e000C562510,C,武汉,黄冈东
522,C5626(黄冈东-武汉),39000C562610,C,黄冈东,武汉
523,C5627(武汉-黄冈东),4e000C562700,C,武汉,黄冈东
524,C5628(黄冈东-武汉),39000C562800,C,黄冈东,武汉
525,C5629(武汉-黄冈东),4e000C562900,C,武汉,黄冈东
526,C5630(黄冈东-武汉),39000C563000,C,黄冈东,武汉
527,C5631(武汉-黄冈东),4e000C563101,C,武汉,黄冈东
528,C5632(黄冈东-武汉),39000C563201,C,黄冈东,武汉
529,C5633(武汉-黄冈东),4e000C563302,C,武汉,黄冈东
530,C5634(黄冈东-武汉),39000C563402,C,黄冈东,武汉
531,C5635(武汉-黄冈东),4e000C563501,C,武汉,黄冈东
532,C5636(黄冈东-武汉),39000C563600,C,黄冈东,武汉
533,C6001(成都东-重庆西),76000C600100,C,成都东,重庆西
534,C6002(重庆西-成都东),77000C600202,C,重庆西,成都东
535,C6003(成都东-重庆北),76000C600301,C,成都东,重庆北
536,C6004(重庆北-成都东),77000C600401,C,重庆北,成都东
537,C6101(成都-青城山),76000C610108,C,成都,青城山
538,C6102(青城山-犀浦),76000C610220,C,青城山,犀浦
539,C6103(成都-都江堰),76000C610306,C,成都,都江堰
540,C6104(都江堰-犀浦),76000C610406,C,都江堰,犀浦
541,C6105(犀浦-青城山),76000C610503,C,犀浦,青城山
542,C6106(青城山-犀浦),76000C610605,C,青城山,犀浦
543,C6107(安靖-青城山),76000C610704,C,安靖,青城山
544,C6108(青城山-安靖),76000C610803,C,青城山,安靖
545,C6109(犀浦-青城山),76000C610904,C,犀浦,青城山
546,C6110(青城山-犀浦),76000C611003,C,青城山,犀浦
547,C6111(犀浦-都江堰),76000C611102,C,犀浦,都江堰
548,C6112(都江堰-犀浦),76000C611202,C,都江堰,犀浦
549,C6113(犀浦-青城山),76000C611303,C,犀浦,青城山
550,C6114(青城山-犀浦),76000C611404,C,青城山,犀浦
551,C6115(犀浦-青城山),76000C611502,C,犀浦,青城山
552,C6116(青城山-安靖),76000C611603,C,青城山,安靖
553,C6117(犀浦-都江堰),76000C611702,C,犀浦,都江堰
554,C6118(都江堰-犀浦),76000C611803,C,都江堰,犀浦
555,C6119(安靖-青城山),76000C611903,C,安靖,青城山
556,C6120(青城山-安靖),76000C612004,C,青城山,安靖
557,C6121(安靖-青城山),76000C612102,C,安靖,青城山
558,C6122(青城山-安靖),76000C612202,C,青城山,安靖
559,C6123(安靖-都江堰),76000C612320,C,安靖,都江堰
560,C6124(都江堰-犀浦),76000C612420,C,都江堰,犀浦
561,C6125(成都-青城山),76000C612502,C,成都,青城山
562,C6126(青城山-犀浦),76000C612601,C,青城山,犀浦
563,C6127(犀浦-青城山),76000C612702,C,犀浦,青城山
564,C6128(青城山-犀浦),76000C612802,C,青城山,犀浦
565,C6129(犀浦-青城山),76000C612902,C,犀浦,青城山
566,C6130(都江堰-犀浦),76000C613003,C,都江堰,犀浦
567,C6131(犀浦-都江堰),76000C613103,C,犀浦,都江堰
568,C6132(青城山-犀浦),76000C613202,C,青城山,犀浦
569,C6133(犀浦-青城山),76000C613303,C,犀浦,青城山
570,C6134(青城山-犀浦),76000C613402,C,青城山,犀浦
571,C6135(犀浦-青城山),76000C613503,C,犀浦,青城山
572,C6136(都江堰-犀浦),76000C613602,C,都江堰,犀浦
573,C6137(犀浦-都江堰),76000C613703,C,犀浦,都江堰
574,C6138(青城山-犀浦),76000C613805,C,青城山,犀浦
575,C6139(犀浦-青城山),76000C613903,C,犀浦,青城山
576,C6140(青城山-犀浦),76000C614003,C,青城山,犀浦
577,C6141(犀浦-青城山),76000C614101,C,犀浦,青城山
578,C6142(青城山-犀浦),76000C614201,C,青城山,犀浦
579,C6151(成都-离堆公园),76000C615105,C,成都,离堆公园
580,C6152(离堆公园-犀浦),76000C615203,C,离堆公园,犀浦
581,C6153(成都-离堆公园),76000C615305,C,成都,离堆公园
582,C6154(离堆公园-犀浦),76000C615404,C,离堆公园,犀浦
583,C6155(安靖-离堆公园),76000C615504,C,安靖,离堆公园
584,C6156(离堆公园-犀浦),76000C615603,C,离堆公园,犀浦
585,C6157(犀浦-离堆公园),76000C615702,C,犀浦,离堆公园
586,C6158(离堆公园-安靖),76000C615804,C,离堆公园,安靖
587,C6160(离堆公园-犀浦),76000C616002,C,离堆公园,犀浦
588,C6161(成都-青城山),76000C616102,C,成都,青城山
589,C6162(青城山-犀浦),76000C616202,C,青城山,犀浦
590,C6163(犀浦-青城山),76000C616302,C,犀浦,青城山
591,C6164(青城山-犀浦),76000C616402,C,青城山,犀浦
592,C6165(犀浦-青城山),76000C616502,C,犀浦,青城山
593,C6166(青城山-犀浦),76000C616602,C,青城山,犀浦
594,C6167(犀浦-青城山),76000C616702,C,犀浦,青城山
595,C6168(青城山-犀浦),76000C616802,C,青城山,犀浦
596,C6181(成都-彭州),76000C618104,C,成都,彭州
597,C6182(彭州-安靖),76000C618203,C,彭州,安靖
598,C6183(犀浦-彭州),76000C618305,C,犀浦,彭州
599,C6184(彭州-犀浦),76000C618405,C,彭州,犀浦
600,C6185(犀浦-彭州),76000C618504,C,犀浦,彭州
601,C6186(彭州-犀浦),76000C618602,C,彭州,犀浦
602,C6187(犀浦-彭州),76000C618701,C,犀浦,彭州
603,C6188(彭州-犀浦),76000C618801,C,彭州,犀浦
604,C6189(安靖-彭州),76000C618901,C,安靖,彭州
605,C6190(彭州-犀浦),76000C619001,C,彭州,犀浦
606,C6191(犀浦-彭州),76000C619101,C,犀浦,彭州
607,C6192(彭州-犀浦),76000C619201,C,彭州,犀浦
608,C6201(江油-成都东),76000C620106,C,江油,成都东
609,C6202(成都东-江油),76000C620205,C,成都东,江油
610,C6203(德阳-成都东),76000C620350,C,德阳,成都东
611,C6204(成都东-德阳),76000C620408,C,成都东,德阳
612,C6205(广元-成都东),76000C620550,C,广元,成都东
613,C6206(成都东-德阳),76000C620650,C,成都东,德阳
614,C6207(德阳-成都东),76000C620708,C,德阳,成都东
615,C6208(成都东-德阳),76000C620850,C,成都东,德阳
616,C6209(德阳-成都东),76000C620920,C,德阳,成都东
617,C6210(成都东-德阳),76000C621008,C,成都东,德阳
618,C6211(江油-成都东),76000C62110F,C,江油,成都东
619,C6212(成都东-德阳),76000C621250,C,成都东,德阳
620,C6213(德阳-成都东),76000C621320,C,德阳,成都东
621,C6214(成都东-德阳),76000C62140E,C,成都东,德阳
622,C6215(德阳-成都东),76000C621503,C,德阳,成都东
623,C6216(成都东-广元),76000C621601,C,成都东,广元
624,C6217(德阳-成都东),76000C621703,C,德阳,成都东
625,C6218(成都东-德阳),76000C621803,C,成都东,德阳
626,C6219(德阳-成都东),76000C621904,C,德阳,成都东
627,C6220(成都东-德阳),76000C622004,C,成都东,德阳
628,C6221(德阳-成都东),76000C622105,C,德阳,成都东
629,C6222(成都东-江油),76000C622205,C,成都东,江油
630,C6223(江油-成都东),76000C622308,C,江油,成都东
631,C6224(成都东-江油),76000C622420,C,成都东,江油
632,C6225(德阳-成都东),76000C622502,C,德阳,成都东
633,C6226(成都东-德阳),76000C622601,C,成都东,德阳
634,C6228(成都东-广元),76000C622820,C,成都东,广元
635,C6251(成都东-乐山),76000C625107,C,成都东,乐山
636,C6252(乐山-成都东),76000C625205,C,乐山,成都东
637,C6253(成都东-峨眉山),76000C625320,C,成都东,峨眉山
638,C6254(眉山东-成都南),76000C625409,C,眉山东,成都南
639,C6255(成都东-眉山东),76000C625506,C,成都东,眉山东
640,C6256(眉山东-成都南),76000C625603,C,眉山东,成都南
641,C6257(成都东-峨眉山),76000C625709,C,成都东,峨眉山
642,C6258(峨眉山-成都东),76000C625803,C,峨眉山,成都东
643,C6259(成都东-峨眉山),76000C625906,C,成都东,峨眉山
644,C6260(乐山-成都东),76000C626006,C,乐山,成都东
645,C6261(成都东-眉山东),76000C626103,C,成都东,眉山东
646,C6262(峨眉山-成都南),76000C62620C,C,峨眉山,成都南
647,C6263(成都南-乐山),76000C62630B,C,成都南,乐山
648,C6264(乐山-成都南),76000C626403,C,乐山,成都南
649,C6265(成都南-峨眉山),76000C626506,C,成都南,峨眉山
650,C6266(乐山-成都东),76000C626607,C,乐山,成都东
651,C6267(成都东-乐山),76000C62670C,C,成都东,乐山
652,C6268(峨眉山-成都东),76000C62680H,C,峨眉山,成都东
653,C6269(成都南-乐山),76000C62690E,C,成都南,乐山
654,C6270(峨眉山-成都东),76000C62700E,C,峨眉山,成都东
655,C6271(成都南-峨眉山),76000C627120,C,成都南,峨眉山
656,C6272(乐山-成都南),76000C62720A,C,乐山,成都南
657,C6273(成都东-乐山),76000C627303,C,成都东,乐山
658,C6274(眉山东-成都东),76000C62740C,C,眉山东,成都东
659,C6275(成都东-眉山东),76000C627501,C,成都东,眉山东
660,C6276(眉山东-成都东),76000C627600,C,眉山东,成都东
661,C6277(成都南-眉山东),76000C627700,C,成都南,眉山东
662,C6278(峨眉山-成都东),76000C627800,C,峨眉山,成都东
663,C6280(峨眉山-成都东),76000C628000,C,峨眉山,成都东
664,C6282(眉山东-成都东),76000C628220,C,眉山东,成都东
665,C6291(成都东-峨眉山),76000C62910D,C,成都东,峨眉山
666,C6292(峨眉山-成都东),76000C629207,C,峨眉山,成都东
667,C6293(成都东-峨眉山),76000C629301,C,成都东,峨眉山
668,C6294(峨眉山-成都东),76000C629402,C,峨眉山,成都东
669,C6301(江油-峨眉山),76000C630109,C,江油,峨眉山
670,C6302(峨眉山-江油),76000C630220,C,峨眉山,江油
671,C6303(苍溪-峨眉山),76000C630320,C,苍溪,峨眉山
672,C6304(峨眉山-江油),76000C630407,C,峨眉山,江油
673,C6305(江油-峨眉山),76000C630520,C,江油,峨眉山
674,C6306(峨眉山-江油),76000C630607,C,峨眉山,江油
675,C6307(江油-峨眉山),76000C630707,C,江油,峨眉山
676,C6308(峨眉山-江油),76000C630807,C,峨眉山,江油
677,C6309(江油-峨眉山),76000C630905,C,江油,峨眉山
678,C6310(峨眉山-江油),76000C631020,C,峨眉山,江油
679,C6311(江油-峨眉山),76000C631120,C,江油,峨眉山
680,C6312(成都东-苍溪),76000C631210,C,成都东,苍溪
681,C6313(阆中-成都东),76000C631306,C,阆中,成都东
682,C6314(成都东-阆中),76000C631420,C,成都东,阆中
683,C6315(广元-眉山东),76000C631540,C,广元,眉山东
684,C6361(贵阳-开阳),78000C636105,C,贵阳,开阳
685,C6362(开阳-贵阳北),78000C636205,C,开阳,贵阳北
686,C6363(贵阳北-开阳),78000C636305,C,贵阳北,开阳
687,C6364(开阳-贵阳北),78000C636405,C,开阳,贵阳北
688,C6365(贵阳北-开阳),78000C636506,C,贵阳北,开阳
689,C6366(开阳-贵阳北),78000C636606,C,开阳,贵阳北
690,C6367(贵阳北-开阳),78000C636707,C,贵阳北,开阳
691,C6368(开阳-贵阳北),78000C636807,C,开阳,贵阳北
692,C6401(万州北-重庆北),77000C640101,C,万州北,重庆北
693,C6402(重庆北-万州北),77000C640204,C,重庆北,万州北
694,C6403(万州北-重庆北),77000C640303,C,万州北,重庆北
695,C6404(重庆北-万州北),77000C640402,C,重庆北,万州北
696,C6405(万州北-重庆北),77000C640502,C,万州北,重庆北
697,C6406(重庆北-万州北),77000C640602,C,重庆北,万州北
698,C6407(万州北-重庆北),77000C640702,C,万州北,重庆北
699,C6408(重庆北-万州北),77000C640801,C,重庆北,万州北
700,C6409(万州北-重庆北),77000C640902,C,万州北,重庆北
701,C6410(重庆北-万州北),77000C641004,C,重庆北,万州北
702,C6411(万州北-重庆北),77000C641101,C,万州北,重庆北
703,C6412(重庆北-万州北),77000C641202,C,重庆北,万州北
704,C6413(万州北-重庆北),77000C641304,C,万州北,重庆北
705,C6414(重庆北-万州北),77000C641402,C,重庆北,万州北
706,C6415(万州北-重庆北),77000C641502,C,万州北,重庆北
707,C6416(重庆北-万州北),77000C641602,C,重庆北,万州北
708,C6417(万州北-重庆北),77000C641702,C,万州北,重庆北
709,C6418(重庆北-万州北),77000C641801,C,重庆北,万州北
710,C6419(万州北-重庆北),77000C641902,C,万州北,重庆北
711,C6420(重庆北-万州北),77000C642002,C,重庆北,万州北
712,C6421(万州北-重庆北),77000C642101,C,万州北,重庆北
713,C6422(重庆北-万州北),77000C642202,C,重庆北,万州北
714,C6423(万州北-重庆北),77000C642302,C,万州北,重庆北
715,C6424(重庆北-万州北),77000C642400,C,重庆北,万州北
716,C6425(万州北-重庆北),77000C642500,C,万州北,重庆北
717,C6426(重庆北-万州北),77000C642602,C,重庆北,万州北
718,C6427(万州北-重庆北),77000C642702,C,万州北,重庆北
719,C6428(重庆北-万州北),77000C642802,C,重庆北,万州北
720,C6429(万州北-重庆北),77000C642903,C,万州北,重庆北
721,C6430(重庆北-万州北),77000C643002,C,重庆北,万州北
722,C6431(万州北-重庆北),77000C643102,C,万州北,重庆北
723,C6501(荣成-青岛),49000C650403,C,荣成,青岛
724,C6502(青岛-荣成),49000C650201,C,青岛,荣成
725,C6503(青岛-荣成),49000C650201,C,青岛,荣成
726,C6504(荣成-青岛),49000C650403,C,荣成,青岛
727,C6505(荣成-青岛),49000C650801,C,荣成,青岛
728,C6506(青岛-荣成),49000C650600,C,青岛,荣成
729,C6507(青岛-荣成),49000C650600,C,青岛,荣成
730,C6508(荣成-青岛),49000C650801,C,荣成,青岛
731,C6509(荣成-青岛),49000C651203,C,荣成,青岛
